model,owner,mileage
lmDyAk,6E1A6#,1546.536987
 -ZfKQGv-sD,#WB'?HwSRenK7PaYS7HZ4Z,1662.910278
lsTxADepqueCs,Qss#KOqe3agJm'J0#65DlXaIT6Id,5965.250977
cohbNq-ps WBkAl,.I!-llEK6X3yLW8MvXx!i0jwgZMAgPae,6766.493652
ybu,x,1736.058594
CYRnqDiI,EqfReNk-.bSOCMg,6278.013672
Rou,Mcw62Ofj6s2!J81B z,9976.568359
tG,5FnLUnF5KBd.0tJLJewyVh83E,9132.670898
R,E!ButIudBI0PALBl,4748.573730
zYb,XlP.TuH,7586.299805
WMheohUEMUvk,3VC!H8G.n,8302.171875
iIViO,xzS0w7IANlz86,3017.527344
qbfPmwWASphOJoa,kS7ZBR!#0jUikKbAWF.AZ#ZKsVXj819d,9.688381
RqEgVfRmehEbk,3mVomfyeUVlALX?oC8abAExoEcXm.,919.635559
tmdRPmPliEpvveaS,'RN#aegX4IijIT8qMzBuNWy.8.hf5,6885.099609
YMG,'8hnEP 5Zfi1iyySs0IltD# 8R,8431.065430
nnrYpZeYtj,RA5Kxia3zGkx!A'H,6377.330078
sLvm,YqgOhMZR6 xv-Ttdpyv2vDSsIS.'yTF,5794.370117
oQ,58eanzkS9CCItd2efh-jJjfRQ,8961.504883
A,sfJPOCg27IUeFqo?32RhrKDQa,239.671356
cxWEiunUZeIyy,!qxg2RvfZM?HTdZM1,44.909832
dHDMXrMfAtp,Ykwf3PfehEWe1vwqN-Q8DzUEf,7407.920410
WelgcCzQtWjxrf,1CcUMxxJOPLMxW'cEV0xhTGbdvw?Wz0a,3669.670654
yuDMeUpeADEmHeAB,fQOYv -?xMOfOLB,432.016724
KMaEU-RxIEkv,9k4EKiViFE8#u.qOgl1-Mo-wo5z-Oe,5450.875488
rdIK,2g,9450.480469
TcHJoIbBzOu,NMvfCORVWSTFM,1764.772705
x,UGYz,7868.839844
bLH qhqsWGSxZj,UnZM-mpe,6172.961914
xpXRf-lZT,E4?ewo1wy1C9',2639.896729
hcEXQkIaAWRU t,5cDW,2332.438477
fUot,FCec-cIO6TNXTBP,2830.615967
n-ow,8!mFbR#0Q,8588.735352
tmyuHTHwZ,CA3rMggCRQez,1134.323608
VZpcIfFkmR,tXEKPJfhad,3180.533691
laaup-HMl,ohxTmg8imfsJEPfskf3DTI'UibR6KrV,3247.114502
ESKYOOxsR,P,4180.828613
NpEex-lqILgssEp,myc!Hf7o2O6sZB,2032.805176
ZVfEAwPv,?bEm6vIhILB,8944.183594
YkBnhQbWzGGRfz,MXDOiOpvsc7!W64sMKLE,5127.659668
GZrawTFYiGAdMVg,NzFXhDS7RQQm#LfF8ai4sPGMbR,5860.116211
ckVqnb,-bjXSeO1gWgSizmoQ!Y,4374.408691
qMTvP,cH,2251.310791
 Tv,KzMKzR!CvZTZ9Leyjxv,1852.964111
hBYQijYLMP,kIsgi8?Knm,2912.089600
L-MaeNeBBSW,W7c2c4E2n7cBh!Oi ,752.775513
EaR-YrjlDJHMV,sS?#3EShEV6UPNszkBNM!.V-lF,2265.550293
ilceJ,FIJUNmgu4Y3lUb,7506.262207
JzgEfSx vy,!mL7GZKN BuM5SJ,9031.007812
Ps,kPvcjl K,8345.568359
tpCYvHbzN,aSMNNdU9OB.nM8FYUGoB,5086.751465
OdwAn,yDm7d6633JrD7,3331.830322
OBMADLYpz,Q.NHbpjlso1XTxaCX5,626.198792
nrTUiHxuSY,!,1984.343994
Tpyc nZ-csWBTgPR,EmzTkhMbZmDvkqCF?c.ulROcsjl00,5079.411621
JiqIt,tYy12bgR2otuPlh,5671.289551
Awz,-T3BA3.HwBb,3995.045166
VNncNfQZ,Gkun,6371.534180
lCmHeenL, J0QqOnR20GHWLoBCK.T,1646.703613
w,.XW34E6 3?qd,8876.148438
hLpePrMOOJiXHIfv,ooBrVYE'e!De1fvFSvnRk,6101.273438
nEzItGve,S,6166.768066
NvfEp,zBxEqMXGa3Nxt,4267.868652
 cL Peu,.F3,8823.963867
QIbBEWbZZVMqIMK,47eOhDquzOsAnp,4435.537109
WBwY,Q.ZrF7Xbcm8Tyu#N!HOkGMH1DW,3122.953857
aCSIdc, AVyOIa!9u65AOUs-4,2191.009521
 hdumRNMQtbeWne,RlmF8'z75fw1QfUQxP'7#?7,1855.002808
AylVByCk,9L83ggZxVSh'e,9855.845703
ZlDlZFvzkRWERw,jP6BFD,2371.365723
JAZZpLIVcKoo,lQD0f4jDRfGzWMV6Ai,9441.042969
wKAwWPL,JZcwJpvv,326.242432
OhPo,!1tLd64zIBKz?Lc8ty!b'#bzwX-'c?,8821.655273
btZYWYLEsBwy-kw,sNqrAnvwGCQSuNi#jE8s,6459.277344
rfANn,X5x2cC-owW#ASHu'qlNBjVh,3385.669189
tfhiXXF,Swy3HM5zou16a8TsrANCW-zn,8414.333984
idHIyKbJyJcNwT,XnTgWl,4628.148926
xRlhXHNJsZlLEt,fj!0Y4jQnhjbN7'arP6m,5406.674316
ILYNNyuwXvkoLISx,Tfh3q!sCCKKwK0ZIK.DDdRSD gRwvK9,243.762238
nWsAzEn CyEQU,SB0Dhjlcc553RZI!VL !a,3706.745117
itrNLG,7S,6860.931152
XKGbsSSnmAA,o,7347.514648
RrrTPN,WeZ#7EJQY7bDVZ6yyXkDpba4Ei09YX,6321.409668
tdLnASDFX,nUc0Er?Lz14Xa,3334.735352
 wdsAmsfVEVqbGK,7NsA4aq,2859.990967
pjeNFMrtYpSgsh,Vq,297.149689
FSHOq,DXA!-rnU4Pa83YsRpi0B9Y,5972.711426
vXM,Gir5DLKdpKcMNh7jmMRZZTb349,3002.270020
tgmGQFQYLtBg,#u#vjwzso3gx,9535.756836
Am,?HIvc9h.t0L,7415.632324
CCaaiFRqugjznubh,nI5xzq!!B5WIpU-M,1310.047974
XGdIutjNkSYwq,Nt,8152.832031
gadvOuKJwKJ,M9M#bSk,7480.052734
dbv,ObYYLg8CH94IS8r5RoKdXzPf,9133.741211
XRnVihgtRlrVtm,LZ-12XCHR'vhHuqvgpL3,7964.281738
PhZ,.CH41Ftqf13d,6121.650391
ExjpZenqUEjh,YNVSoswaqqMwYlJg,7809.678711
P-oiiRb,HU!KXWd-BdbnehBqjbjkA,1914.072388
 u,Wbnw,5145.818359
xCopDRVYRm e,HB7f,2776.793945
YQCv,#fR' fKdCEa86O1'NcF,4004.540527
ygjMihKup,RJ2De7Byo-t. 93Ppm6fN7S,4691.907715
DlrFlmvMgHwOib,K4IK6WxG,7625.097656
AUGhAWBaGE-X,M,9167.369141
EFRvxMzBrMH,bEiJq DPsf,2799.687988
Wgc-WIHxZbLacweS,p9GCjx8hafdnt?NG1#vA8xd8s dXp4b,515.963562
aLvJO,i42lnF5qw7JxM,4597.875977
hmtWaY,FFM'1iX#Y0p?r5fTHMl7P#?e8O,2682.908203
T LA SgtZ aGP-l,5qkEyFkV7iWKHohWq?,6964.535156
cp,E6uBcgEn1Tfb!d4v?yLq8x00TorcO2m,4418.779297
hcuHNCeWFr,q9aqJSw7Hls!iBmlLeb'cB,9380.643555
j,3jEfu4qC1rjEctI,2554.089600
AyJOCjy,P,3322.290527
fdvkZWbcQwdhTUaW,3C'xIL,6561.216797
kWAuUIS,.n,6350.710449
ypyGI-Dov-whVQi,S4.rKPbLaAcoNHUXU7eJnv3RDCfog,8104.063965
y,6h.2vXi1eqVV3vgknKM#h5As'G##4,7012.846680
BfgoWfIGMraD-oQO,X?MoW 0 3UYaEHn,1637.827393
RTPIV,?-!W57,5746.574707
Ltd,a3ec#OdFv,9591.460938
YzKpV,2oHXvkWOMl-vuLaJ,6687.988281
dHQlGqVl,!c.D,6554.366699
HRsMPCR-jPIxTLc,rGhX,6383.098145
PShVCj,PBdR,1368.129883
ny,or1HW6De49mWT#i98RBrTK,3121.413086
 fwH,WXTYn,846.592529
c CCagmVvFoEtV-W,l0J5clHugTDbERbcqju7GyA,9704.252930
Tp,C.8ZK2d,8860.756836
EjKpzxWzltUpVmGj,nOekY,5550.845215
gtIrk-Wj-jPv,mBn6x4?2xxsFOp#iwVg,7431.452637
hQsRDSVhy,LshpcOdqbpoARLYScps20 PgbrJZm#,5856.085938
FHKPFGiYZ,N#O1mSB30j3wWe6y.DMF9,7688.303223
qXjbUHcbYqFr,5SCepksguuH5F,6648.982422
GKDgi,IP5Fx!A3CH!EL?vhtL4aTZTB37Kzuh,5727.163086
pTKpysNbzvN,9rQQ'G#fnbuvz4!kyO,9020.646484
pXxxLCjSROBOi,2BeX5owCk9t,737.886963
sFcNUvqxvwUvz,vWj5,7592.980469
 ofKR,BLB9.mz2y,591.230347
WwWNaR DEcE,E!7AunTlVZ0EJa8iLhVM3R3F7,9951.077148
lNZ,ipR69bYERY.tKe4bixsjH,8335.280273
ohY,9UBkss2O-FPA#dL!F#,3157.020264
iKVfFQ,0uLnqWQQ,3165.040771
OfbfPjnEBi,#ve0P6HYNUmM7T#'GH9#wYMfq!242MJP,6406.812988
iSOr,'lDp2cnm9Wp,4215.131348
aZOXAaUk,xqbp#RJho0TuZay!YSZaN5AsLx,5562.927734
iTOIWIJduly,I-i1.mCV306VLG#UO8bkvTTn?,5820.981934
S,GVBFriT,2950.515869
ZRxIsce,K-jOOhcYJ,5029.013184
SZuh-Qmt-Qu,puTT Muk.oLzZbM3-3Kz,7394.715820
eLXoABRseBMX,KQ5cve?3VRE.?Z?NDzyw,8125.264648
Fg aas-,Yemp7FthYX5c,3992.005371
WpNxE-ky zW,Zm-WUQtpCXIHczY,1633.992676
wSr,h,7392.363281
oUVJwxG,7ZtcR,2629.753418
VkDZMHrq,9AKvF,9299.802734
HpNh,HRwi1dQaYZiz1 NavnzeP4l-TN,6218.037109
KW,ge#c,148.229065
AQ-phFPpaHPl,9SN3ycG3QbetZaS,9428.309570
CABJP-,IzvWo2,6956.263184
ngUt,4Ty6cnkCeMOWwE3gt3Pk#WBZvLugR,9108.329102
mJUJU,3z,7105.498535
uMQ-UTIPiLOUdahW,sV1TiZSK0?,786.485901
RwCjnAZI,VJUmCzB2XrR,9931.027344
sgzyTOSKqtDUV,.jPQvGmHkISPglkNal mdmTcn6kHNIHB,2540.536377
ROptpqKHTwMxPwl,HWg.5paNJZob35 4D'kb1AfObaS,760.767151
lycXWQXPGZMPQnqM,B#Kl?wGlB-vpP1lz-Lme e,940.675232
Ho,L4M9Qt,7650.417480
FtfLJHfiV,!8wyNmErMSB5pOPr74Eh Fzo,1076.210815
qcaivnSQQyNw,f,998.611694
NkDp,4dhAwzFyXVnVCj'F5l#gk.Qa,7413.357910
K f jXlCnFHhL,C gpnE--DpTcJ'd MyYflrSHs,8435.158203
PObhViGPxqXPNrow,nnJzUwNyFpO.SmRu9j aOiQRYB-Y3,9161.272461
tItgBgaxEkJyvtc,EM,1177.114502
nRrqOxQZ,WQ.u-,4410.203125
aieAZCqYHip oUs,YtjWpZX16#BA55ey0,3332.706299
U,rCr,8392.913086
fWYqbovl-rPq,JU2nfE,6282.105469
GcEx-z,joY6NHNb-OBm'.af!#H1whQ.zu m,7120.866211
FJwDze EwBNYs,WWoWeNRbVv.!F4Gy2YO-f0yu-,7148.213379
GO, k-0DRGoDto2kE X,8983.203125
r,9OLmdYXC#bKBzDfy3a2vGX XG8CDBZ,3933.338623
h,Oda1,8107.918945
GRIeWi,.iGFLTmVIkI,818.065186
vBuFzVRnIwa,i728BF.vOCIN0zEFv3,2163.422119
IicHwIFSwrNwl,Qq3QbsQvR5R,9907.102539
bc,kEiAXJOKvMEsZy7ZFuhFKws!0!E,973.927673
bYPXa,SxnOLWX,6095.021973
c,LiOF3j'fi2x,2851.583740
bNeLtzCDGv,QC Z7-NQ8Gk6'd8yv!Q67ikAupv!t,5540.329590
EGwXmgfon-RJzK,0H-Fnv7W4hZuJC?RTu-bmu'Vxk#D,6466.099121
AKDuVpgIBcFBRT ,QlK#6?HXOyM!bzkF#Uc 0R2-,6135.521484
eXQNrTKg,jfW.Vrrnn!.014,4605.700684
lPhxHr,uao'3dymxmykD5L9hn#?zfdpPY,1702.473267
GwXLqTHsDVBmR,H3btm7p1grh#l9rOmx0cB2RE,1524.331787
ZPkasntb,ZQ-ZK93CXvmo#IF4OAs3D'uZj?T!0reb,5360.558594
T,VKzB0?bjfU8SzaBiC2Tj3iEbn1!1cY,3888.724365
egweXOHzCDgnObb,HXUGSPnLX#jKuVW2tdcjXfo-gDl9E#,14.941855
ncx-zlNqEqcQPKE,pt1rPx1BTz,2771.678711
OWvM-Stcrh,?AHj3Ej,2670.379150
qbKatY,julzRLiLKk,2599.618164
Oik,VqgN#I6#xoh8HiFPhzVEG,3460.585205
DnOAfLElAd,KVCHaWHO-do2RZuEK,9513.894531
o,j6bl-VG#Q0,9015.064453
CIBOVj,KxeJQW#,7161.229980
HPYxSfmNYUqSRFd,fc?4uXKjldDc0-,8849.011719
iYd,qgNzxx?CMXmA1hIzi.IVHdh4'jglU,6010.925293
gpXTebHt,x34mg3Gvh1hVlrt1GuLS!' kOhq,8000.886230
ijk cZPt,o.!Hvx5,6598.350098
EeKayaQecqj,xV?eomRJaxb?OD#VDPK65k,9378.210938
vXyxhGNuwzbyROk,eoAZ,7728.421387
Yw,jil#L,8143.766602
CJatdXPZG jj,XMLMr3mZ.9bScO.fc',8218.808594
VVBiAI,f6FF5JnMIvqCSs,4248.543457
LTMCV,PL1#dx,404.124207
a,r6JospaRbrKTu9a0H1X,731.664246
SEdhd-cIzJkj-,20N8IxLmwH #!oO0,7439.491699
HdioOKe,FX1GAxvoc-Gdcd9QwLK,1331.235352
OVavtrxvapWpN,Iezu7IkMmca'S46,1232.026123
cfEv,VSwLu.GnTFzu2DXD1IaP,6912.913086
vwDweWAaV,WzBd42,5689.729980
 fOIWq-VfM,aHRD-WakExa!GDGOM1ldUpViaaLhB9dY,1279.057861
DNZAbLDRklzqDX,Dy,7185.155762
iOwuXXRqiSX,u1?w?KYhIMdyjM3wD'qdBxVpZ,5590.541504
nwCUEAxQpHFH,9HQfEIEL54HzDy68712xzO!MlsDD'm,5745.103027
qbHTDnU y,e7urg-HAy3Ng,9380.907227
btxpBXE,qCEUPN4'Tj'kBDKY!7lrT.Y8,7188.036621
Enxm,VEKO388wDrPI'e,5136.786621
HVXgpLZdR,0?!G.jcSzlMo6sUsW?v,2189.823486
klIPDZnMC,lQNxilb--lfM5ghKMwV6rG6yQfjamS,8661.445312
CZApOJpfiCCBmvJ,OjJjsKyqVoM9BrlglsVCIDz'f,3185.169434
DfNcnpAJ,6UhcZWFCAIUK7E2Qb,9336.572266
p,zsRp.S'BscxYbc-fD!lZnsjJi9uJfm9,5197.296387
BPur-wQAmCzVc,Q0LiWnny5CreE0o3X2ufx,9526.281250
jGJx,j?4vzE,9083.060547
akXlJdDUyTq,H9M!IJ6Y.NVOI4AHUMK0a7Qv,2879.092529
TnAluxeHa,gS2sx5Aeu8FYut,4619.097168
E,5WRcEo3Z4WQsU0diBC3JmVfZB''Y,3923.873779
lAePA Ttvx,nsaI!YcHU,621.397278
GPUigrtLsb,wSh-uu7xk2x,547.207458
ollyuc-TM ,7r5J!C,3767.754639
P cMWZ DaaDEHQ-,FHkonGQ#GKPH?GM8ZyNu',5751.376465
Tc,xfHLWQMgSfRiacr'ADl5z'7k,9755.263672
CTERKbap,s?uczbWwPNDgycD,8259.426758
GT,3rrHIWz 4#vJk gMvuNpQQX,1515.668335
VEVxAND,a!Py-h1hOx09913f59#hwpYWLPD,8480.048828
 rlUBLFJyMW c,oftdT?Ps.WzVmQEDKJ0,8136.430664
ne,7O r p..,6241.970215
tCZzE fPD,fw5-QQtFAz#57HR9n7tb,1463.048584
tn L,1Oo7UO6w88kDOOh,7647.207520
HuowPOwgomVN Da,x4oDrj?Dkl9w-YaMAr0M8UOf,9041.527344
qIxeJT-h,n8,3980.583740
S,FC8wl1oZIfJxha1dEkaqRJ,6857.128418
DUdegngZTZ,'#wXRxb.'EkgUOv7gr,7620.220215
iPzJxH,s,9331.436523
m,qssyhPGZAa8t8d ,1157.325562
IbQ,VL3-XkqArN#L,1565.384399
tOc-OcsbbVQfd,Ox!KG2NqxJr-H5FPv2nQN,7840.435547
dBK,FsmPtk7m-sOT!oeOlXicXVydCcAmG1j,1463.116699
QRu,XSZMUVB272rWQHA#Q,1861.203613
kqtevUIIJaaYM,T!c9TE2-h,1654.709351
yReecNaJrW,FGZpdacZIbOdpRU3HxwFw,8344.124023
zwLrOWHBEPZ,N8DCJ,6874.853027
iS,8w,5931.584961
bNcakcjQ sjWg,dQ6fjNR7DvuAK1PKeU6cESvkEApg,1140.208252
TswWgbF,CWY7,685.819031
HHUPbaR-,TBO0r?KEf45Ybosqo'.,793.876099
kzvx,zoABWr2tZtV621xc??oA,7186.927246
dILVH-AKHxLuVQhb,tq0!1r V!sYM8ArHrj#WgksIMzr#,617.387390
Juv,YuKxfhU.R2mUwUQqyJ tw,7657.320312
PIWDdxWqGeSCuRM,lRa-9#Y,6361.239258
PgWFHPQmQQWx,CU.HYwkdF JNFyCb-hPl1j!gC1p,8484.753906
yAVP,f ZE#,3409.375732
Ejm,km3,4796.124023
KGEpiNhCYVHVCZ,.zR4k-FLc,1265.255005
vBSK,ZCH1u7xH3WN9vr?GLVys,7016.355469
Q-FNFZq L,PBOc7mC4JRV!pI!u'y#fgpB9btv,9814.271484
wHZGOefVzgP,XPsdG.MM74WQ4 6rLt3-X1.OigCIW,9973.508789
OxfxOLalz,2Js5q?vvOkf!m2YadA3.2#0cRuX4NMr,1795.178589
Of-tRNCXpQhpSpRW,cWeygXuL.579Xoz'TIxveUUPT2U3j.d,5800.799316
UBGQbkSlPNOueKF,-ah?2bI6WGs tAlW,6060.822754
BSQt,nXN3j2oqHWq,505.704437
KgThDhz,WyNwJqrsIVXx hdNLDkiLI,6380.042480
WC,98pRL7Kj4L,9729.310547
DAHbdMnWlzm,y.O8FGYC5M7SpjRBXCdj'eA#t!UC,905.700500
pZgxdB NO,jo!tA4FN5h?cgQ,350.338226
LWuaR-CaOYExU,3F3YcWJB!JHX9295xevo8ukS'MZq,7684.479004
QFSgnNexov,til6YrpKLnr,4238.311035
Zzf,#yxGu7EzVdLH5z28h0bMphT#3DUVKBHh,1651.581299
Cc,s,3424.648193
dZTSlXryfdFEmpUh,9nW,6000.759277
CMb-DUMJ,N?133 Fqp ,7456.479980
cSxzV,Tlp4zuCENy0xqC,4022.655273
ZHGylKpcyFCZrS,AKGq3zZwhLU'Rx2pn4dTZzpqb,2073.898438
qqQWNiZZp,MH,5365.324219
if-,!rVmjW6WoNDA1'yB8Z6HXy28p?oA,4772.718262
XFzu,-Mt5LUb6Q4OM43,3888.861572
aTx--TRBBhXG,eNSl0ydsXF34OXAhvSiwGICfYXO5F,9612.953125
mtPmxrZdglH,TIDB2Svvma4Uh3!wKN!,8524.594727
onLpczDngsHmEl,FYpvtbn!,922.358887
BetbclFANFjE,G2cRh3.dnSZixx,8242.253906
VYaOiBgv,R7P-It4?ZHJU#2zDC1S733Lb,913.700684
PqUwxe,.,4253.003906
lR,gyWTNbo#gixVz,3169.605469
rChZuxjj-FZlIhz,J.ky7dziMLdApU#r0,4089.303467
dAekYMOjHzmpZED,R,6870.626465
HuiNvij,CAi--ZLk3L2R,1795.257324
dwPETi-cyKDoEjI,duhSd85wtWfZ70FJkSQmshlkok,4890.160156
BaH,z3arJrA0,2228.175537
oYhDWWKILvU,PYhL,4847.629883
KxFVbzgKOJgcsq ,x4Nx-uvfk-#7!ogd2'HI?-2CvGqAra!,7735.840332
llnvPVuhJhYCXwcL,EK,9958.761719
eCCEovUwzxzs ,RYaeJBqpcP0vNn'GQY3umM,7364.321777
SNNpa,s9ugOrm85Z-DnpO1oly?,79.730659
 lLl,LqMg GFBq660yBc4TtOh-'2f51JkS,2821.229736
fRTQbMLi,0BHnJakNt!jakQxoLxi!qkaeJ.Jutt21,7580.201660
bozFKVXTRNFVScL,!WNHIVcx,5980.309570
sQUHfgeXuJGF,1dTqs0'8w1e5bQ9p,6908.104492
KyjQXku-p,zmiff!UBb,50.066319
PUOuf-bIn,?1T ycbcSPCA7V8ePT625l,3134.500732
gUtfUiKFiVzAMrd,W9EBrgvtmiN!'WO6D1G,4427.778320
o ,7-TxciPdN9z8j#ygx'syXQ,2817.720947
JOHkoI kosi-ggHZ,21NZaK,6896.119141
CErXn,G0ZeP1HwW,9948.318359
uVuEfWHyASWBryua,g CyuXYh'k104u5Bd5rPce2hYYg,4419.036621
NuSvVtiQDxQ,L'oNoQoE?acsSPuYQRVEKJK!.taJRiWb,2368.807129
UvcG, e,5745.072754
XpdSVfFf,b0nm1ttgG6b,5868.380859
ABqqVlszRnANmO-,eRaMAHSFX3DvH7nbV?HIIJfYkcM#c,9992.341797
mKilwLjogJ,L8SS2F3Qy8cWaBOWFhX6Ub.,1376.892456
sbCFaCnXIZnOsT,C!8,6065.198730
iymsDUfXvAnz,mx10kS!4efJNL41jVdI3WA8,8215.646484
RMxAHjhX,fS46kYOTGRWmIWEDg77F#PRq,5841.393066
m-tow,8Kwic#IFk0cKvY'h,8894.825195
YnqKKYFlPFX,bgcF-C!0-vt0ajp?#kRHcbiq#eONk1hJ,577.828308
YfrZRhSknt,cbQEAmi7tmai3Y,1194.887573
bhpld,8TS#FOvi?xELaio' IeK6L6?gdej,36.383919
hEwQh-sykOz,aRrzHs#,4855.109375
BDNapnEbAKZOkwmr,6s xqh3BQ9zsnZ2FvNmdjcfbr.roiH,655.265869
CemKBFSjR,j#V,8520.472656
YYCN,KpRsAJXguz5,4096.724121
ONmfqc vvSnT,3DE9di63A4gEUYX3Hu83FiH65ZdRk,7585.534668
JieYdFyCja,.4WYETs,3426.123535
iUF gBDtmVzQrd,!kj,1701.340088
hmfrBT,CM.jBtM'U9sn5vvkKr9!VUzzxDyqOx,1249.436768
UmiGQIBxD,?LlMH3- LHX,8508.320312
P,pI8Fif,5060.519531
Edx,'bJ8R IPg,9654.373047
LAQJMgrYSsxTM,MAMUeGF8UIm cU.Y#'R,3174.405518
ZSQjMEvfoIq,HSyOfD?vZJVvzh6e!HnEnZQY9NX'Xb,9985.952148
hH,hXoyvVUCbxDHduRVeCKq62MDIRO-WS,5479.502441
gZJyIEHsaZii,hvmMgowCA9,6309.438965
zhdekxCO,cNNMnbpHXYuWgbsQF,3247.167480
UifaygVj,awxDPnWlvEILJ91't5rarUJ3f7,4289.139648
NKbWjpFHLRwEZIy,4UXdd'tPf#g6LeUPZEM,9455.274414
pUqRtQZEe,qMKLA2b-9ojBi.u0NIdeWoeBkcdmdtMj,4438.324707
TCHIssCRQtAj,2S258'z#DW?20LGY-nwJJyDHv9?,5640.458496
GQQ,B'w41B'2#TSmuGlTqoTq'v,937.265991
NVZWUxVQT,65BgEzy736TK5YC3OhZwcATsv6.J,6001.352051
FXjFE,VHDJrHzL.FoIucx.F,1567.609253
LipsViRRvC gntIl,DQEEv2x7xxATt9BfB9Yl?SyAm,5425.370117
 NRTpSrsQyvGAOZp,XY6rohOUASX2HeWM,6397.926270
iJEJfz,EhPSEnkHSrE?RNdc-U8eoCGoUQlG,6377.703125
VtsG,3cK7td7I.A Qfy7jNqIRegOh8,1324.099976
 LPcIqr,s60gt,5589.764648
FlScgU,gh#lDAzS5!m9jHYpRij2-zSb?B,3697.953125
Biwj,5y1!lM,5188.071777
F- wASCBkvQy WZ ,8xiu189kKa,1684.353882
O-uTQRkPXBtSq,WR-bTSBw8JO'v4b4zf9!li34onA,6440.166992
phoS,jX7C1cla4.6yu.Mwyp9UxoHEMG,7683.503906
Q,Ze2iH,8535.121094
tOrEARhmJob,7bHqwj -OoQZE9Ug4QZ8I6U,7703.511230
udkRy,9brT,7551.098633
lERIfaK-NEOoNlG ,pbSuevF,1311.433472
kHxcp,H4NYf,3925.569824
p,ljUfh3GRrsb74R#2AKxxF#Yo,7290.292969
rdROdiDmhRsFo,0IrTkL?N6?jnn 179XI4Na#.x,665.730835
KzMPHSOxKaeWlxml,!cS62rqpaTcQtDSxV6yF..Ilh,9064.797852
aB,lXtGSVUtGkJ '2mG0!PrCHUvRHB7A,4491.765625
a,82Dsl6G#9255eF'l'R?K2.rPKgxYmKI0,893.300415
m fNeNAGrupRPFSN,dRry,3091.579834
vqaGCAUt,JB4qzLwB1aHalpT,3867.940674
mMeQ,'N'9pARXPNy1k-3XN,1877.427002
rDUwxMz,pZ2QqghJwuN jf',5341.536133
xrrREjYsNcyLY,dzUXYDNOOvaq2842gJ-SQ1o,193.900284
TyHEuYcfGqdc,Mo'zACaBAJj2fg,5394.228027
X-rcbGm-eSzSBH,k#wx454ium.6FeUs0R5?mloZW,2644.547607
epdkneMll,DACwtZITyUvpB4THcxCEQ,5763.366211
 MqhMzVLsfA,cbh,6905.050293
AioFygldNbRjtZ,MyYxv8?dXe2,5788.347656
Snf-qLMZuVmWfu,3.'Yp?V SMDyq4a#xj-ra,8797.079102
vKKRq,y?C!2rjjH5q,1549.510010
aaO,75sutbUD,3040.956055
onvQCGDIb ,- ND-FVKtU?j9uhTkbmeIHJK44E,4203.122559
ihYYJhGqNe,dabxWz?EdI3lSewbJH6fb!EgaqQE?wC,6230.267578
j,cQz8FGuigJe.LXqVeJsdf.AxZ2!Q,7463.732422
SbLBAK-aXUadOqv,IfH D.AN0OE9nr,9934.209961
ZjnqRb,CcCriniOxg!tq0WudoK,2698.217773
Y,cL.WYi Scpk,6538.377930
IwCf JEWJmgHnt,826J,9722.778320
bQHbEYLPMejK,!Y6XDh70ahHPyw'62Ts.KUPd!ePxp,5507.432129
KMrS,mgdZZyhVCGnLREEQ.Wf46IP.,9042.554688
tNxd,fAthcRt?SEyHB,6959.280762
yEKFBcM,bZ2ZBPUhu4rj,7843.946777
-MDqGuZpoHCc,i56WLcjgx5-Hp07YUB10,3783.226074
WmGmaF,N-SEHxOM6o,9457.880859
c w-ebuHF,Tr-BOi!F!8ebebi.rcYRkeOB77w,513.429382
kgmRkpsALx,Ml7bes1OacV8Depoe,9920.481445
wa-,Q'zI eXWmnkK'1eULEu5enkERu8dO,5308.607422
dLwjZEaMu,U9u6DAkE3m!6f pHH#wsych3xgkE,9885.431641
z,2UsJ4vJ6-88S#o ?,13.113916
Puylytj,-Q#x,7010.905762
tRAyItDXgsgtW i,Gch?'7?yGZq!EN5fZZv6sY!'EF,4529.412109
wDTUXJyzc,O,3146.929443
haUSMGpioiu,0JxvhtjYoE''a#BVtG0YQfQM4JQU,5967.614258
NQXqqMSR,B6M4!b5!OG0rAN5?,4075.770264
WDtl,Kv4XoRbdfX0iE-o#O#xwW-y,2882.187744
oOqWoTTkDShHI,-AvOtQXuQ7sj,6649.333496
Ya NeLG,g2.'1'mvcwX,3773.353516
PhuGjWrs,zF,4853.853027
GqtzNZY,dx?pc?u0eYLvE9gTEi22bYxNhR5QB'l5,4027.335205
X,dcx1724I0RRsXwA!o pBiY!Bf#,2356.008057
FDcW,cNy6A9PPZZ46r.FzlybF.,2761.368164
VdgeS dFbZspON,o6U.oNW!bdz9VoDW.wdLnr5BZnAzv,7084.363770
lq,Zcb-qn0nYQ69-F vitw8E6kpUxl 7gHy,7477.056152
MhhQKLpMqGI-,OOTl-c70t!,2088.822510
TkDUOg,?C4#NlM4pp.hRoES3oyriacQr5,8914.530273
R,9Z0,7903.654785
hB ,5?1uXG16T6gAmykGOY,8005.815430
LwgUL,Uu!elZwhN#JxSj#xGYTz ,3712.268799
FQCkgHni g,n560DDaqMxWdbBrSad'#PkIo6'gOWu,6619.542480
o bmI,oJ51u,2526.480957
RKFvgFOUfAqp,2#!s307KGV?RAuBX64rNM'z-hl2OlKU,4245.626953
fPuOGuC hFuzHIv,KwE'#,6673.095215
k,l9L-kAf7,1479.552856
ofCszMCqtAPc,x.b.#XLxVbuev-I0I##CBEjpWCyfE,9177.645508
