model,owner,mileage
BSvuCCpPtho,z6qE.fvSrdpl,4386.339355
BKUtXG,Dh4pcgePqnCH#8,4406.131836
nRrqOxQZ,WQ.u-,4410.203125
sjuTB,GEgzZM.tG!Do#VhN4EquKJJuq.,4410.637207
cp,E6uBcgEn1Tfb!d4v?yLq8x00TorcO2m,4418.779297
uVuEfWHyASWBryua,g CyuXYh'k104u5Bd5rPce2hYYg,4419.036621
MAyj,Ota -QWvdltq!QYR,4427.429199
gUtfUiKFiVzAMrd,W9EBrgvtmiN!'WO6D1G,4427.778320
QIbBEWbZZVMqIMK,47eOhDquzOsAnp,4435.537109
c ZPdzxGJJjRVWd,0kalgC12HJ2Kdwbc!0sLsa-k#U9,4437.623047
pUqRtQZEe,qMKLA2b-9ojBi.u0NIdeWoeBkcdmdtMj,4438.324707
qxBuoWcZcJs,qzWgj2fsiFBkYozKJERxg!lb2uo?71N,4475.728027
aB,lXtGSVUtGkJ '2mG0!PrCHUvRHB7A,4491.765625
TxsuaS,2JdRS9AdhneNhl#,4492.203613
 tMq,OmO#d3QP5S!8,4512.065918
tRAyItDXgsgtW i,Gch?'7?yGZq!EN5fZZv6sY!'EF,4529.412109
yExiQFctLWSam,HsmALVogzTKvUuS7UF7,4531.289062
HEYCndq,LLKDU84vQKsfy1u#.zBe,4550.934570
OxQhhzLxiFn,ekRobLa!q5iibNOo'VAe?,4568.522461
VVGVaTzPOX-Lb,Jrc09vCP7GEx#,4588.247070
hZxTsoTaDaQzEnOS,KvI.IEZEwL!!jv6V,4593.016602
TOxyGooYRHwBg,kvGzwZ Usa,4595.140625
aLvJO,i42lnF5qw7JxM,4597.875977
eXQNrTKg,jfW.Vrrnn!.014,4605.700684
kCX,ueVJse0vbE'BZK !0 Y?lLoOsyD2Hh,4614.440430
QyG,9sILqzNPUr0''7 9ApyByvCxAx,4617.542480
TnAluxeHa,gS2sx5Aeu8FYut,4619.097168
HORDwtjTqKunjpk,6ZUKFDy#SslucXTfLzy2'Bx1bIRU8#w,4626.829590
idHIyKbJyJcNwT,XnTgWl,4628.148926
ygjMihKup,RJ2De7Byo-t. 93Ppm6fN7S,4691.907715
-qAeNtwo,UtWM3MVrm TKe?rbeR,4701.217773
R,E!ButIudBI0PALBl,4748.573730
ErPx,mXiq7#D8.B0MGwXRpM,4750.611816
haCNqNrMpDGPkeyc,Dk'dvwdK?AHfHMoc!SLuK0c#HL#Aah,4766.693359
if-,!rVmjW6WoNDA1'yB8Z6HXy28p?oA,4772.718262
Ejm,km3,4796.124023
nlujWlwIFg,p8I'!NdYx5vAn-kcRgSK'YJ,4804.060059
ZZIOQWE,go7kTSxwDr.R7,4826.534668
oYhDWWKILvU,PYhL,4847.629883
PhuGjWrs,zF,4853.853027
hEwQh-sykOz,aRrzHs#,4855.109375
ZQRIyENhJtrT,Ad3,4863.640625
qpDMu,tdnT?e03oM1?F.hqdI8u?#QEADIvQRb,4874.659180
dwPETi-cyKDoEjI,duhSd85wtWfZ70FJkSQmshlkok,4890.160156
JBuDRrHXAvND, laXwfyjfS!ew#,4896.380859
aAcvBiRfcFiY,x6SkSaHLGLWm6P40bBoYGj2vvpqkH,4975.221680
SvbqumwO MOsvFf,#2EvmDA2S4.VdQ,4993.178711
fVzUkbxz,A!WJqeZX5s72AqygzM,5003.369629
ZRxIsce,K-jOOhcYJ,5029.013184
hCpkHQNoRTdgX,XRKGk3M1kyMGrDxnsuqbusRTj5C,5040.764160
IU,dYTl'DznoSfc-P!vavCe9Mgs-vmwOBo,5057.410645
P,pI8Fif,5060.519531
zky,.hIiX'6bRT4'ZoN,5067.491211
CEnWL,zM9ow#coOKrtj17sv9agT209Y,5072.067383
OeB,tar5jlU9zd4wHByHxpo0TqFfAb,5077.041992
Tpyc nZ-csWBTgPR,EmzTkhMbZmDvkqCF?c.ulROcsjl00,5079.411621
tpCYvHbzN,aSMNNdU9OB.nM8FYUGoB,5086.751465
DwESPH,Qm'h1r?deyzDunLPa,5095.307129
gVYCSggcmBkXW,clmuuU!iFhfZx,5098.411133
Z MIFV-KQZuWHJ,K3a5cn,5104.489258
oqV-ZlbqGfQpM,ylRZ4?vaZEd,5117.252441
YkBnhQbWzGGRfz,MXDOiOpvsc7!W64sMKLE,5127.659668
Enxm,VEKO388wDrPI'e,5136.786621
 u,Wbnw,5145.818359
s, smM'2'XkKX6N,5161.539062
Kqd,t#-Ndt.y7DD6lr,5176.110352
Biwj,5y1!lM,5188.071777
p,zsRp.S'BscxYbc-fD!lZnsjJi9uJfm9,5197.296387
tgESGkw D,Lv2ShcBQPbQl,5216.958008
HrMnqVaGCIbkhi,8j LZ-J3tBm,5217.116211
Ac YgjEM-MFCdVyw,nw,5239.073730
KMoHEi-xRuzayzuB,kX Mu9JDJ55hOPLFk48rSQ3drZ,5271.362793
sTAyRD,7#gLtiy?5d 2VJvxDOC7CjZBW.T!F,5285.702637
vWWFX,Ntv!3YNNMw3GGAkW2-UjEleiybEHX,5301.037109
wa-,Q'zI eXWmnkK'1eULEu5enkERu8dO,5308.607422
DueJHTWlj,7BKDED9dF A'J2SO4J5hvc1ptXz,5329.433594
pTkbpIEZbOXvp,Q8puW,5338.536621
rDUwxMz,pZ2QqghJwuN jf',5341.536133
ZPkasntb,ZQ-ZK93CXvmo#IF4OAs3D'uZj?T!0reb,5360.558594
qqQWNiZZp,MH,5365.324219
lWP,9 Fj-QwQ0Bce,5366.386719
PyW,SgEln04WmW?g05U,5378.664062
gZ Qec-PuYWh,mBP-tIW5VxkPUs,5392.704102
TyHEuYcfGqdc,Mo'zACaBAJj2fg,5394.228027
xRlhXHNJsZlLEt,fj!0Y4jQnhjbN7'arP6m,5406.674316
LipsViRRvC gntIl,DQEEv2x7xxATt9BfB9Yl?SyAm,5425.370117
KMaEU-RxIEkv,9k4EKiViFE8#u.qOgl1-Mo-wo5z-Oe,5450.875488
NLRovnLacLN,VqfDIUSb,5478.657715
hH,hXoyvVUCbxDHduRVeCKq62MDIRO-WS,5479.502441
bQHbEYLPMejK,!Y6XDh70ahHPyw'62Ts.KUPd!ePxp,5507.432129
omBMF,3hYPVx6BCBzZU,5508.305176
D,jri .hH77Un9Ga Up8n,5533.769043
bNeLtzCDGv,QC Z7-NQ8Gk6'd8yv!Q67ikAupv!t,5540.329590
EjKpzxWzltUpVmGj,nOekY,5550.845215
EvEWfkbXDJoBwL,K?OXI#sgP1Pt8GYq2zM9O,5552.932617
VFWP ,x1D!z9prvu2,5560.065430
ngOaq,WzG8W20pmdks gxeGw#,5561.915039
aZOXAaUk,xqbp#RJho0TuZay!YSZaN5AsLx,5562.927734
YdnOMrytwvQQ,u5Ib9-# bp0-8hiYXTc U5RWE,5569.530273
oSMEzvNMzxvxNR,3UP,5583.938477
FBoMFgBCeojbJfID,iKLt#easBJrM,5584.583984
 LPcIqr,s60gt,5589.764648
iOwuXXRqiSX,u1?w?KYhIMdyjM3wD'qdBxVpZ,5590.541504
stTQr-YOezWOHC,bKcb5BQVg,5591.294434
V-yUiZDz,gAZl5,5593.536133
FaxfjDPMoI,'fvsZEqtfUX'eVe?DH!FlF2Fq,5595.963867
CAPU-soJhfU,KAjcL3yip4JS.tlJ 4ZR 3M,5615.900879
TCHIssCRQtAj,2S258'z#DW?20LGY-nwJJyDHv9?,5640.458496
OxvxYTgTjjaGV-,Oob'zXuMYV?Foyu91ae7CSx,5645.290527
JiqIt,tYy12bgR2otuPlh,5671.289551
vwDweWAaV,WzBd42,5689.729980
GKDgi,IP5Fx!A3CH!EL?vhtL4aTZTB37Kzuh,5727.163086
UvcG, e,5745.072754
nwCUEAxQpHFH,9HQfEIEL54HzDy68712xzO!MlsDD'm,5745.103027
RTPIV,?-!W57,5746.574707
P cMWZ DaaDEHQ-,FHkonGQ#GKPH?GM8ZyNu',5751.376465
epdkneMll,DACwtZITyUvpB4THcxCEQ,5763.366211
HYD,EOuWtak4USoLHB5UBqnk3tH,5776.154785
oK,dP!rnS1avh2vy6ar,5784.927734
AioFygldNbRjtZ,MyYxv8?dXe2,5788.347656
sLvm,YqgOhMZR6 xv-Ttdpyv2vDSsIS.'yTF,5794.370117
Of-tRNCXpQhpSpRW,cWeygXuL.579Xoz'TIxveUUPT2U3j.d,5800.799316
LakBBF,638C1LA4O1OJB7PUrhyzp7J8uV?O,5801.383301
 uQKXEAhwjBeU,'Pf2N1tRk,5815.540039
iTOIWIJduly,I-i1.mCV306VLG#UO8bkvTTn?,5820.981934
ArgFBDY WrtUG,7viiRU6vhrHaGbqXEk0Opy7. JOM?,5824.931641
mLTldSm, OpG9PIs#MBW47CD2!V0zb5?,5838.085449
RMxAHjhX,fS46kYOTGRWmIWEDg77F#PRq,5841.393066
hQsRDSVhy,LshpcOdqbpoARLYScps20 PgbrJZm#,5856.085938
GZrawTFYiGAdMVg,NzFXhDS7RQQm#LfF8ai4sPGMbR,5860.116211
XpdSVfFf,b0nm1ttgG6b,5868.380859
kr-v,YRY?2Z1anfIVq??.h!VAy9O,5874.039551
acQ,zAug,5876.027344
aym,Lq.prShcrT75'u No9#Iof!'aeU,5891.306152
ZUfZTxCxCLHfTor,u!EN8dpIdg5kC,5905.504883
iS,8w,5931.584961
SqOZelkqKHJEyxA,w5hpK5fYpE,5945.329102
OeF,tAK,5946.827148
ANslEEwmmGU,gmO?ynbtMP--N'K7 r!8GIx,5946.897949
igbDpB,ZaZ3PnagErs0PYNNcc81Pn7j.Pzf-XS8,5951.473633
lsTxADepqueCs,Qss#KOqe3agJm'J0#65DlXaIT6Id,5965.250977
haUSMGpioiu,0JxvhtjYoE''a#BVtG0YQfQM4JQU,5967.614258
FSHOq,DXA!-rnU4Pa83YsRpi0B9Y,5972.711426
Biyw PXhJY,X NT2RR'CHiGbAyNJ5n7!A12,5977.634277
bozFKVXTRNFVScL,!WNHIVcx,5980.309570
ETpJMEPArhU,d!zz3met Qe1RZgS5,5987.492188
FtkyvKxu-Bs,jzBvsMFOTF-X,5989.809082
o,I6P3D!A,5998.269531
dZTSlXryfdFEmpUh,9nW,6000.759277
NVZWUxVQT,65BgEzy736TK5YC3OhZwcATsv6.J,6001.352051
ZVvLWJhcto,vNE,6005.641602
iYd,qgNzxx?CMXmA1hIzi.IVHdh4'jglU,6010.925293
kuSHQRnl,H2L2L4Z C2v ,6021.203613
VpipPLbtEEot,t9wG sP!ETP6dcuG68R,6028.234375
n,etsoWAxfNE0,6038.966309
WU,-znIuG!Nm-OEk7i!blBqDFY'yz,6040.556641
DbEraja OEk,Ip9Ml3MQB,6052.578125
HvrTTsMfmTcg-Ll,q74rfvX6NT5g.OxqwN9rgTJ3ZnvQ2y5,6057.346680
UBGQbkSlPNOueKF,-ah?2bI6WGs tAlW,6060.822754
Vw,9sBWqsaUNYpIPbal#z,6065.091797
sbCFaCnXIZnOsT,C!8,6065.198730
bYPXa,SxnOLWX,6095.021973
y,qszdFP,6098.534668
hLpePrMOOJiXHIfv,ooBrVYE'e!De1fvFSvnRk,6101.273438
PhZ,.CH41Ftqf13d,6121.650391
ktHxRgUUL,nW24ATNgxq X-yMmr-3c8,6134.534668
AKDuVpgIBcFBRT ,QlK#6?HXOyM!bzkF#Uc 0R2-,6135.521484
nEzItGve,S,6166.768066
bLH qhqsWGSxZj,UnZM-mpe,6172.961914
NFBNhLVdhhwAe,kGAp5P3eJd0G'zezjFZTYmV,6206.692383
AlTUbkeNzVwl,Vf,6207.958984
xzvEXdd,'wWD5bCmd2C,6213.674805
HpNh,HRwi1dQaYZiz1 NavnzeP4l-TN,6218.037109
PjUac,StzJckwU,6222.995117
TzSwwKBM, ZLD9ba.,6224.435059
dDrHqEYPRrZzHkMr,GbRQ#SIVem.a2AuNyeOrK0.TFq#JUvEK,6229.392090
ihYYJhGqNe,dabxWz?EdI3lSewbJH6fb!EgaqQE?wC,6230.267578
ne,7O r p..,6241.970215
fNq,JyO?Yc51-Wol.'hK5DEK8ceEXITxLm4,6260.375977
CYRnqDiI,EqfReNk-.bSOCMg,6278.013672
fWYqbovl-rPq,JU2nfE,6282.105469
KlZknnbS,JZp.rx9r,6292.838379
uCtER,hJa-PWaG0Ua8F6qW?jctmI'S25QpAu,6294.097656
gZJyIEHsaZii,hvmMgowCA9,6309.438965
RrrTPN,WeZ#7EJQY7bDVZ6yyXkDpba4Ei09YX,6321.409668
kWAuUIS,.n,6350.710449
MX,rYIsAbY#2,6353.828613
PIWDdxWqGeSCuRM,lRa-9#Y,6361.239258
MUPraH-hgyAAMTk,CT3oaU,6361.396973
VNncNfQZ,Gkun,6371.534180
nnrYpZeYtj,RA5Kxia3zGkx!A'H,6377.330078
iJEJfz,EhPSEnkHSrE?RNdc-U8eoCGoUQlG,6377.703125
KgThDhz,WyNwJqrsIVXx hdNLDkiLI,6380.042480
HRsMPCR-jPIxTLc,rGhX,6383.098145
RvZIdeJFhejMnMlU,eDA3ylrPYJsEmnOFHtwKpFLELIH,6394.145508
 NRTpSrsQyvGAOZp,XY6rohOUASX2HeWM,6397.926270
OfbfPjnEBi,#ve0P6HYNUmM7T#'GH9#wYMfq!242MJP,6406.812988
Ath,RsFJN5aGm,6416.197754
O-uTQRkPXBtSq,WR-bTSBw8JO'v4b4zf9!li34onA,6440.166992
IJSBZBfjlQi,0xfw?LZG-bl53!E0dLA0os3cR,6457.120117
btZYWYLEsBwy-kw,sNqrAnvwGCQSuNi#jE8s,6459.277344
EGwXmgfon-RJzK,0H-Fnv7W4hZuJC?RTu-bmu'Vxk#D,6466.099121
HfCihdq,RGs23Q9FM,6499.553711
IPICUYQrHMrxZvO,!PVOkJ4brFu,6501.741211
Y,cL.WYi Scpk,6538.377930
cYqCOA-pJe,QZKt.Ty,6545.060547
-umDyiaxMgOpBN,4g76InSxAKn48g3Swko6atjlYc7ZU,6553.639160
dHQlGqVl,!c.D,6554.366699
fdvkZWbcQwdhTUaW,3C'xIL,6561.216797
qyS,m5.UmMmjJ4Kyo6KdeG7B5,6574.937988
hxfG,7aM2d-.i?Hg16XqG,6587.728516
ijk cZPt,o.!Hvx5,6598.350098
AN,zc05#cReRLDCdTpTIx8VGo,6617.039551
FQCkgHni g,n560DDaqMxWdbBrSad'#PkIo6'gOWu,6619.542480
qXjbUHcbYqFr,5SCepksguuH5F,6648.982422
oOqWoTTkDShHI,-AvOtQXuQ7sj,6649.333496
EFIKJfh,o-uJ!Wp,6666.883789
VVJETPqJ-n,nk.2RwiVHX3lj3c2OMOe gP0vIG,6669.889160
fPuOGuC hFuzHIv,KwE'#,6673.095215
R,YSn3auRA1Ee,6677.464355
eBJhXkrBc,v!pEppZD!N-,6684.631836
YzKpV,2oHXvkWOMl-vuLaJ,6687.988281
arDsYnLD-NwIC,eJY41Bl'!S3'I3MF BIR0cDa,6722.070312
XBaXUIKP,GmZUsggA f7qJU4xIi,6750.223145
eFcZSIlkiaI TcSv,c,6758.984375
ec,DsDWBHYY4!DxQDJpN,6763.831543
cohbNq-ps WBkAl,.I!-llEK6X3yLW8MvXx!i0jwgZMAgPae,6766.493652
shLACAtHd,J,6786.544922
ZbdmVCi,J4ydNAo6XjK IC0,6798.602051
 AMx h,y ShW 0Ig8StGGtHQTKGIzqHTeCO64c,6816.777344
 R-aL,Ee89l1WSu'.ctL61Q MnvWWOW,6827.187500
SvNrt,V-nY,6840.999512
eMeXRQGTzXQh,CKuUOjyaRoLk9hnxMC2liRgj,6856.920410
S,FC8wl1oZIfJxha1dEkaqRJ,6857.128418
itrNLG,7S,6860.931152
dAekYMOjHzmpZED,R,6870.626465
zwLrOWHBEPZ,N8DCJ,6874.853027
tmdRPmPliEpvveaS,'RN#aegX4IijIT8qMzBuNWy.8.hf5,6885.099609
JOHkoI kosi-ggHZ,21NZaK,6896.119141
 MqhMzVLsfA,cbh,6905.050293
CulLqF sQRdZ,KFXXZ5Ix0MR,6907.296387
sQUHfgeXuJGF,1dTqs0'8w1e5bQ9p,6908.104492
cfEv,VSwLu.GnTFzu2DXD1IaP,6912.913086
ae,nFF-UFjHASjHwYeLT9g1c7uXi,6937.919434
GyDSSbbhdH ov,.7LgC3WI-ht2GTvnm6 !3CJ,6940.198242
sHiwDmXiYXR,8r9fR!Olq6BhG7Ezv4v!xahMW,6941.986328
KtRiFbrV-QnsqK,XZ Xe#1AlVO2A,6946.340820
yp,'XgrzWob?eDcY K g,6948.589844
CABJP-,IzvWo2,6956.263184
tNxd,fAthcRt?SEyHB,6959.280762
YC,k.cu x5OTLDZ9b6Q-GeaiESD6aTOTvR,6963.684082
T LA SgtZ aGP-l,5qkEyFkV7iWKHohWq?,6964.535156
-,1etBT8Qpfd rNx!-ywqSv,6975.276855
rcPPCw,iCeo!s,6981.154297
K,Btauq8mS1FEh.5UbhD,6985.883789
ZvxulfGtZypXbnO,o6XaN.uTmm-DaU7WEmbR?kDHDZ,7003.937012
joCvIXAUw,iOP 6.CMOAF0P1CtNo'lfxd78mDoYw,7005.665039
RgUeMsL,B-QvLId'L4H cEbon1UhAT#i8qqajX1c,7007.814453
Puylytj,-Q#x,7010.905762
y,6h.2vXi1eqVV3vgknKM#h5As'G##4,7012.846680
vBSK,ZCH1u7xH3WN9vr?GLVys,7016.355469
YQSWiYkIP,tKJ9SSdtkIxdPTKQbCx6iGlCkz,7016.792969
XZ,mjVG7,7060.868164
VdgeS dFbZspON,o6U.oNW!bdz9VoDW.wdLnr5BZnAzv,7084.363770
HVrdUBXtlKQ,Wo59-uI.k15qb'D1fhePf3swTsu,7090.483887
beXSahIvdN,#6d-UAb--b7qjvLtkk3m,7103.320312
mJUJU,3z,7105.498535
GcEx-z,joY6NHNb-OBm'.af!#H1whQ.zu m,7120.866211
FJwDze EwBNYs,WWoWeNRbVv.!F4Gy2YO-f0yu-,7148.213379
TEXZuq,0O'WJ,7151.323730
f ,tIZVq2GEp4D047W9LX7ol,7154.764160
CIBOVj,KxeJQW#,7161.229980
Ec mUCd,BPnhTJh2ZG2xcFD5q8AW KBUa,7166.284668
diVSD,4m9HH7jM6qqDFTCPRj69ASG9rpt1',7173.103516
DNZAbLDRklzqDX,Dy,7185.155762
kzvx,zoABWr2tZtV621xc??oA,7186.927246
btxpBXE,qCEUPN4'Tj'kBDKY!7lrT.Y8,7188.036621
kCzKrfiNfKYO,eqAei2ZKr-?SWnwbPmnsYVI,7190.411133
nGkIiNql TryYB, MkP!?bWkimPHM0fFk40GX1ANlfM9,7193.453613
loxvOvFmxJto,wf3d.m6Rj.jag,7195.120117
IK,W!T5h,7224.457031
wFIsWYYQ,JO#MhKunVU,7238.757324
-,gVOHiaDPf253,7253.560547
oBHnyf-,mFw-P1',7261.211426
 qteZSmrAVqT- M,JLB7g5SGctR0B8x9,7262.947754
IWveGlrME,Dva5,7287.841797
p,ljUfh3GRrsb74R#2AKxxF#Yo,7290.292969
IZKwhrlJpis,ljx#VtOi502?xBk?Las37B,7298.853027
jRYFy,xlKsM3,7302.062500
XKGbsSSnmAA,o,7347.514648
eCCEovUwzxzs ,RYaeJBqpcP0vNn'GQY3umM,7364.321777
CxeABN,ZQ34sdpTSwh3Vq0gFM,7384.867676
wSr,h,7392.363281
SZuh-Qmt-Qu,puTT Muk.oLzZbM3-3Kz,7394.715820
dHDMXrMfAtp,Ykwf3PfehEWe1vwqN-Q8DzUEf,7407.920410
NkDp,4dhAwzFyXVnVCj'F5l#gk.Qa,7413.357910
NTuB,aOiPcyt#Gs0fbe6OBUTb3QuExE,7414.885254
Am,?HIvc9h.t0L,7415.632324
suP,r9vGqWrNj21s8u4zv0c70GvXNj0PvZ,7430.349121
gtIrk-Wj-jPv,mBn6x4?2xxsFOp#iwVg,7431.452637
roiQQqAjgYOoxKZ,7w,7432.257324
SEdhd-cIzJkj-,20N8IxLmwH #!oO0,7439.491699
wdkmPS,5g!t,7444.429199
CMb-DUMJ,N?133 Fqp ,7456.479980
j,cQz8FGuigJe.LXqVeJsdf.AxZ2!Q,7463.732422
ZoPSwjig,HEeOpUAhuBqhEba9dbnhzdb-RXCyu#,7464.228516
iQcYOv-OYv,-iT-G?T'v326rrBD6f6O5Kkif2TRw,7476.127441
lq,Zcb-qn0nYQ69-F vitw8E6kpUxl 7gHy,7477.056152
gadvOuKJwKJ,M9M#bSk,7480.052734
ABBXufXvrNQp,R.VnU?hzBpADr1?qd?m9mPGvY,7494.465820
NaX,e94T3Ooq-7N4'EUscX0HFbl7E,7505.194824
ilceJ,FIJUNmgu4Y3lUb,7506.262207
yDwRmQzAjRd,7asQyQR,7520.783691
rL,XdhHRFaq,7525.258789
HsGB,UsxNwhjSAIk0 r'9N32bpsK1oN'Hex,7548.058594
udkRy,9brT,7551.098633
jYtlo,GOmoZb,7562.495117
gnAwXkWTQYsTRLs,1sZf!E-9GgNo45J7's1X5l,7568.853027
fRTQbMLi,0BHnJakNt!jakQxoLxi!qkaeJ.Jutt21,7580.201660
ONmfqc vvSnT,3DE9di63A4gEUYX3Hu83FiH65ZdRk,7585.534668
zYb,XlP.TuH,7586.299805
sFcNUvqxvwUvz,vWj5,7592.980469
DUdegngZTZ,'#wXRxb.'EkgUOv7gr,7620.220215
DlrFlmvMgHwOib,K4IK6WxG,7625.097656
LGX,fJmHRCnGJIwpVyYi'#Eo,7631.934570
tn L,1Oo7UO6w88kDOOh,7647.207520
Ho,L4M9Qt,7650.417480
Juv,YuKxfhU.R2mUwUQqyJ tw,7657.320312
XcdzJsRPwlfPsNd,FWYD-u,7679.146484
phoS,jX7C1cla4.6yu.Mwyp9UxoHEMG,7683.503906
LWuaR-CaOYExU,3F3YcWJB!JHX9295xevo8ukS'MZq,7684.479004
FHKPFGiYZ,N#O1mSB30j3wWe6y.DMF9,7688.303223
tOrEARhmJob,7bHqwj -OoQZE9Ug4QZ8I6U,7703.511230
vXyxhGNuwzbyROk,eoAZ,7728.421387
KxFVbzgKOJgcsq ,x4Nx-uvfk-#7!ogd2'HI?-2CvGqAra!,7735.840332
aVyroUCPvb,btT'FM28BvcJhDvtiW'M4Yslsb,7751.298828
fzcHu,d5EMR,7755.398438
fbjRrEPfQagkjdiC,SKOBvzdyVnXRxg8ctSba5GNAgx59-,7805.642090
ExjpZenqUEjh,YNVSoswaqqMwYlJg,7809.678711
sG enqEUXH,h0A,7812.784668
L,ZLw4aHM6Ba,7821.118652
ZrEYrxqT,3D03yvtMqAm,7825.070312
R,yFjFaQvt7H5-qNr7Kr5E4U9fxzkM4AV,7827.811523
vMP,eRsG0AzoI1uocYvr'mm8cMtsQvxC9'9,7830.566406
-FwdMNKLUaJCslQs,6XUP3wNMlocdVG,7839.229980
tOc-OcsbbVQfd,Ox!KG2NqxJr-H5FPv2nQN,7840.435547
yEKFBcM,bZ2ZBPUhu4rj,7843.946777
gsHB kjhXsXAJ,D2-pWk ndq6XvZH5xOC,7860.860840
x,UGYz,7868.839844
R,9Z0,7903.654785
nGihHAZJGDHXK,1-z#'8d-.VV,7910.444336
EOXMSdekFQiIS-m,!h.fWjWxyNYFwlIKJ#-90,7934.903320
eCAhJDJeHVRtnrNU,WP8hSJkHgdPIwjnFHOX?0F,7953.924805
KnTfAz-zWEPIQ,?of03iHChtg6Ieeb5JJKrG?gMWh,7958.743164
XRnVihgtRlrVtm,LZ-12XCHR'vhHuqvgpL3,7964.281738
P,7pGmNtF8!vn-5B8lthpXQf2KHlFylGy,7979.428223
gpXTebHt,x34mg3Gvh1hVlrt1GuLS!' kOhq,8000.886230
hB ,5?1uXG16T6gAmykGOY,8005.815430
RsouDNii,LnoM5O#7..tTa-pywxUy,8037.257324
WUyFSnusW,C.GwZzWzVdZIG5YW?DuX?ndRxGGzMlR,8039.170898
IYlDxNHNM,hr,8066.535645
ZmtAz-G,zJYwByYeL08qWNXT'B,8074.460449
KpTihlZfsjW,Mk5K4L03,8088.234863
eBPjdbnFbsARVNHb,Q#qTbj0?HXsb,8091.654297
IyUMgfUYXAujllt,TCKYW3FCZs,8094.861328
ypyGI-Dov-whVQi,S4.rKPbLaAcoNHUXU7eJnv3RDCfog,8104.063965
h,Oda1,8107.918945
NXow-OYY,Zqw6GIrAHI-ciU8wUML2RMcNWq,8115.922852
eLXoABRseBMX,KQ5cve?3VRE.?Z?NDzyw,8125.264648
FFhGcXx HtQ,UQ'xDHi6UFTLprTzvq31Bf2v,8127.563965
qHMHXt,?4 ,8132.583008
 rlUBLFJyMW c,oftdT?Ps.WzVmQEDKJ0,8136.430664
Yw,jil#L,8143.766602
XGdIutjNkSYwq,Nt,8152.832031
 mLRuRYCJcBOxXxH,!?O0rUHC4P.EBLtZSXFl68Twpexe,8153.098633
tktroMGydDS,yoi8DaJOaeetW'wLvRK8AAyzBKKU,8163.897461
nSHKqom-vnMcnrv,i-6 '#bnTy0t#LKerUrcRYITqscL,8164.120117
aVHcypiIcfqO-cdF,FvoV5jnmjbNcAV!x9WDm6y3!Uo4,8177.011230
T-LZUKY,3.XUxxwXOcCmTeSOiA,8190.452637
aoJWUsNhROtFwHM,CCrz OwiMYFmDurtfJytXNH,8197.281250
zgrEPWkUYBZua,VowRqbF,8211.894531
EkfODSjNcG,jQcjZeGiDAKgNRl9AbR2cX4,8213.832031
iymsDUfXvAnz,mx10kS!4efJNL41jVdI3WA8,8215.646484
CJatdXPZG jj,XMLMr3mZ.9bScO.fc',8218.808594
BetbclFANFjE,G2cRh3.dnSZixx,8242.253906
 kbUUTqX,ZJt,8244.442383
CTERKbap,s?uczbWwPNDgycD,8259.426758
btFuBjP,yR Um! Cfb3Y6lR,8268.592773
wAeujqYQUVwRRxo,mP4o'hz,8294.165039
VttBV,o,8300.833984
WMheohUEMUvk,3VC!H8G.n,8302.171875
lNZ,ipR69bYERY.tKe4bixsjH,8335.280273
yReecNaJrW,FGZpdacZIbOdpRU3HxwFw,8344.124023
Ps,kPvcjl K,8345.568359
jsY,LuakuO.Bg,8351.406250
eEgdIVrMQA,J0'XWNIxBANtJ2zpsAEBxV485esq#gL.,8380.388672
U,rCr,8392.913086
GkrGXlq,TAVnV7V2U wI8OPT5jpg9DQFq,8394.869141
tfhiXXF,Swy3HM5zou16a8TsrANCW-zn,8414.333984
aKXajybJJvIuln,9s.J6NJxhZ2L55!uIAHv3Q7R-jiF7,8416.360352
YshUgs oRjJtCpbM,Erm,8429.061523
YMG,'8hnEP 5Zfi1iyySs0IltD# 8R,8431.065430
RHbb-nzdGKd,PqnIGT,8434.325195
K f jXlCnFHhL,C gpnE--DpTcJ'd MyYflrSHs,8435.158203
Yb-rRyr,ojq85CPf,8474.212891
RHD,Ggb8XH03rd,8475.393555
VEVxAND,a!Py-h1hOx09913f59#hwpYWLPD,8480.048828
PgWFHPQmQQWx,CU.HYwkdF JNFyCb-hPl1j!gC1p,8484.753906
CkUXg-uIofsjbdl,rnN.BU.,8491.577148
ZVIoFde,q53tld1JD7,8492.615234
UmiGQIBxD,?LlMH3- LHX,8508.320312
ToBQ-LH,0niNl4,8512.522461
OF-PyUZfm,y2?3sVRi0EExtQ?CdfK,8519.759766
CemKBFSjR,j#V,8520.472656
mtPmxrZdglH,TIDB2Svvma4Uh3!wKN!,8524.594727
hwkDwoum ahY,C9R8LDD-#S6Df5f.rvCdhwfGpmEI,8534.786133
Q,Ze2iH,8535.121094
n-ow,8!mFbR#0Q,8588.735352
ni,a ZZ-18Fkzt,8598.143555
vgw GljGYvUnj,nk#gFdSaUPotvhkkl,8621.228516
fIMlhfM,p8WTrS#UHdU?lL,8621.406250
WhEVxE,R.5eMpEh6Fo.G#TzAAUlFBp,8641.157227
RcEaWn b,WE!8zMLO,8656.398438
diQT,tb5ZAf6nCPK,8658.680664
klIPDZnMC,lQNxilb--lfM5ghKMwV6rG6yQfjamS,8661.445312
Z QZCgyOYYsij d ,OkzM?gxbkPqDkbm-gVelehUuZuC,8676.066406
BIZ,DLW#imtq,8729.047852
