model,owner,mileage
 sEHj,9IUcFs-gr0RlL2NhUhw0M9Qm,6688.801758
D-ERJH,9IdOv'k,2913.447754
JZZIlgVMePqte,9If,7463.162598
KcLtvZcvYOyeboq,9IrK?eh!8sCuZP#,7172.807129
lo,9Isg#otptLdzUZZfLUGxKYTE-as'o,6719.648926
QkGDnXoPVHRWvf,9Iu0!9YAh4Z!oHM f.96 0FQLZ,1172.742798
oUeMkr PkzTOL,9IuH?ZI8gR1BB5I,1190.391479
CQ-cZpIT,9J2DgA5W 46lhW1IgY6AvL5,204.696457
Q hvXxRdyyI,9JD1ufeAQ6a.MLqn7VSGNG86j4.,952.832153
jAE,9JVbm7rHqoLYQ?YYERoenW9,9431.245117
Jxcy,9Ja,3580.111572
ZTP-nMARuDy,9JfFb77n!JtlU?XVQ,8772.566406
SrztfSNVOOqWs,9JhZ-L51p'G ska!1Ju8S7,9987.299805
PNAe,9JiLtkGjppM?QW1TmrY#V!Xe7UXaob,2077.130615
rxbuTkZ-PUs S,9JjHLNb8vGJ.gsNFMYkd,1210.792725
NgYn,9JmVz1KyiGZOG8GeM?QOBUIT!,8146.763672
iRp,9JosHVW1z05mxD o-IyTLQbOcvz6,9217.131836
nyELyLpdH,9Jvq8,8736.764648
NsqmDltXX,9K,4250.430176
ElomIRFTXXlHdpO,9K,6711.916016
cm,9K k'KENpzr51upz9WK,7734.844238
WaSjfed,9K#1rMZm2ctM1 7.f2ARlVRon?CLIXV,5057.238281
ZhUOD,9K#cYXbU,1311.554443
B,9K.F9k?5rY6XU2HBD#596D,8776.466797
Tjwckr,9K3yP-!IGo1Mwf! X2RDQ.XwEPHa,8782.712891
TsyIaNF l,9K4S6oR2Iy?irrio,428.446198
ALa,9K53E3AYA,7783.690918
sBkaFWefvAY,9K8Q0Qak.ZyvhwzDKVL,4688.633301
OuHRIVzoe,9K90V#M4pb!U!ewma ,3363.230957
NuciDRdoNXp,9KGQ -YA,7246.057617
i,9KHD csThm,5439.976074
jmN ,9KIo CxjfdjuLYtJ''j,2080.276123
yUHpQu,9KJ59!uFX53S?4FzkJW-RtoqjIdEv,4780.327148
lMHmWZHWCcltWvW,9KN2Q8v'EIws..JoGnnGyUAL TUwiIz,3242.510986
 pebUoWlyW,9KRvu,8150.749512
jT,9KWK1s05Tgg#UiP3l.AST3xdOmn,1350.853638
yDOe-CpTZQFpV,9KYLW!?-.hIH7IOms9G0O,2498.202881
oLnmMqSh-eymRk,9Ke6UNWxW,9231.722656
T,9Kee?r!Q3pvz1mEP L!GgecWP4cZrE2,7435.658691
qXmgWVagtsSv,9KgObG?jmJX#4xu'-dUJRraSS1#Qc fN,164.289337
hlnankao-RzBk,9KhbGK2ON2E7JaFpMHuEb,5840.596191
jKYJOWW,9KkziaTC' ZdcPoeUg-mZ'0o!hrO#7vG,662.971436
chSBg,9KmPW'n3XQq!,2064.749268
xgsX,9KmddF0Ky3?GQf-vIu,7650.354004
O,9KmlGGm.Z3#sb-L60IW-CS,2812.981201
owykScGVqVeuWyZ,9KrQjJIs.-Litv8nAYjl1rhPYbA,2281.528564
 OyWxswXLq,9Kt5ZQWN,8459.264648
mOVOn,9Kxg5D,4026.971924
ulzyPoZwuO,9Kz?FYppfQIduxp,402.015747
mTTGOTGI,9L#.n0s3lMHdEWZN,1375.348755
Eom,9L'Uiys1gX7fp8hic4QmUy2VSi,7610.809570
z,9L0di MDjcWu69Lh7dse7nSscxr9,9785.159180
AylVByCk,9L83ggZxVSh'e,9855.845703
aLDuJQLip-MXdj,9L8rA?NYO,7175.077148
Ou-CQisKGMlQ,9LBnYxA1a.OX3,6906.000000
KIZdAQ,9LFzXvI?bp,9955.122070
Owf,9LJsCPdxCnPW,5239.041992
uVkzke,9LU,8933.269531
OyuSzHNlpQbw,9LZvo#bkY2WlBgMF2,4099.365723
qdsRqNEudbYZ,9LfZvwIXE,9984.814453
ceRLFlEkqEqZD-f,9LjaOdRjR,1022.536499
-snBxHCZqa-,9LmKb9!tGWL ujCj!c1,5714.684082
yMETF,9Lo1KP5qzfcRXHXXOM!Ge,23.048199
siDklhmrEgy,9LydIR VY7OOpH#HZXWPRbbEgn,6208.668945
PIOp,9M#4Vm?NkmfFpsfbCdIOpegKP-gn,6170.473145
gtOnRrV,9M'07cvET32,8907.484375
fUNwex,9M04y8l8.,8043.107422
rA,9M1,353.279694
j YsJf,9M1zHve2RoDrTnAX,6285.150391
V Qzosf,9M4gDYwZ9P,3795.372314
ObTmKmvvZNhJ,9M4jhKRMJ9k?iw2Jeb7r5KEfBM2EStzJ,4523.748535
OASMuqKuSc,9M6h8i'lxJNFK'FIfCrZCSU5,4047.159668
ii,9MBkx.?RtLsJ.Fy1#PtYZjsz,6994.922363
HrDAiX,9MBv!Fr-i?e4Q-FN9Levt1OMPcQ,7137.788574
QZNIP-,9MDndTCW-NVR-uCl5SYovs- D,2200.812500
xorYSWLLpRqv OrE,9MGKK.E2,6313.292480
bEZIYhkhDT,9MITY?1r5Jaqqx.V.bc6aZGyxhK,2431.469727
OjWGjvGMeFRb,9MU3pZv7Wq '1xYZDuQmPw'7c BC,3484.657227
snYi,9Mb1ThC4B4#cc4eq8-1iC5l3PyfNpCJ,5175.795898
EhOuQ alL KjQ,9Md ,8312.850586
wBfSdecDXd ZvX,9MeK0HcyUw9 7Ge1.Z?WB8fsb9ADWdWb,3937.785400
bBIq,9MiuvMV2-ygp u,7476.119141
HkixRba-,9Mm3-peWW81MmXasiI,9522.061523
lwivVVryWCH,9Mn5wI'HTAy9,29.428383
VBQytRuXnxKFYVg,9Mp0yONF!Lx#.X,8650.280273
DDfkdlLRCUxHfAF,9MqxelXCBCzMWjDdRkC5kX,1864.785278
MHvsHJBlAImIjH,9MrMLGd.6?QgGsUN,507.653564
Obh,9MtaFfg9S3tU32 5mDsdlGpaal,4302.166016
HAOMBkHUsoud,9MuMZVU'2PD,7698.490234
vvARecwZzHBgRE,9Mubm8z6#T0,7155.831055
tculYTADPJOUbzM,9Mv,3831.456299
RGfC,9MvkFt,3306.562500
LITRDhwoLxfkp,9N,9449.594727
EEThRJGWcTCLw,9N WDIjpIbhKlYqjd,8386.090820
vfukpwfLjz,9N1qbvz',5476.178711
WG-fdhdDhi,9N3vzlif1jJIij5PRty'gZ4?V-wTpHQ,5859.690430
cOrwR ydDYJgFku,9N7FIklMrWP9BrNn1,3861.045654
pzqfMRGVT,9N?9MA MxAGPnqil3le8QUiQGa,557.109192
jUPg,9NAaBgTOP?riztBCUsk6sZmkoe?,2594.363525
J-FYLwEIUe-mj,9NFJfiqpBKz8Vmx5pIY?RJhv95U9'wS0,4402.347168
ux-k-QnDwWq,9NJdM.yrvYBao4o,2204.365967
mOW,9NLS X3acgJJ-rUjUjeDEzN42'SLOD,5774.695801
vBGrzDCI-bYDn,9NYv-rUa6EOnGWtV.8f,1518.199829
sAcIu,9NZ j,2799.139648
NNS UBuooznDCVJN,9NZr4,9540.734375
qpZbZKK,9NbWxMz?k3HLeE,1914.294312
E,9Ndjmq6MxldRBmJOyexf6om.0,5739.666016
E-hoE,9Nfula5DK'T,1644.576782
kbSmXJqjK,9Nl?p -!6sXQVIZiz!XrAxOT,6780.892578
rB,9Nq1pEEJBRFL,9021.125000
ZdhJi,9NwG5YUeVyZ4u,4564.946289
TM kjb-SYjKXacQ,9Ny??panxnEsTZjryIuYV4McEVO,66.304543
NbEUdL,9O eBaw5nPh4cnW9d2oN,4061.601562
AWdGAKsvpvykXpy,9O-s,3698.981689
CkWD,9O4DCUbMjcbTMwHXRyE7gAom5,8033.167969
OjobRZXhk,9O6tfzYYGPTUfa8lny #4mrQqTM,2884.280762
KJgTn,9OA!mpEkG#c#?l7kx'i5B8yvvN'yWBP#,9508.014648
mA,9OEGeYPq,4171.658203
X,9OExX1eHPE!O4RalpigGTJcSg,3573.128418
r,9OLmdYXC#bKBzDfy3a2vGX XG8CDBZ,3933.338623
Oq q RFmtG,9ONa,5672.749023
ZrvsJLdiqEYxx,9ONmv7vooX4smqsJiM43,7982.416992
DcVXnAMLNj,9OPpFnIzSXWiRYnT'By9H'-IQSuKfRd,4820.469727
mWpsmw-TOkqSO,9OVR.EPUwMGXM#xVorn'tzD20PM6i,3667.506348
DwEGPwTLpVFYCZ,9ObwUQB44ph-F9U6 8UNLu4BO 26-5eC,7621.777832
Jd,9Of.L2 ,8330.065430
UdYBsnlwdB,9OiV yqwhJ7EglG#joN6a9,7041.389160
SSnsgq,9On?TQvjUal',5340.567383
bmleCxYvuuN-yr,9OoMwX-m000nj#.RjKBF,8297.851562
WTGrqura,9OslVocx,4922.075684
atzce,9OvnjFoKaj YLAS#118,8447.981445
wqtM,9OxZiH2iq4LPOsk5Bx,7596.809570
xVvqpyuNnD,9OyB,1161.397339
XIYISg,9Oz#P O?3VY 7DwS.8,6262.941895
sFWrJc r-dS,9OzUdiEKoZ'rW1u,9538.406250
p kBQ qPo-wPn-,9P,7471.830078
Pcn-gizUf-pG-wej,9P.wOzsSA v2eH,4560.469238
ZRtXhpiHAMgb,9P0gXZFTDvw2R8LAQHOgA7hWvewF#2W,23.358255
gIavdhULvSFzR,9P1Ggmxq7rL'tWX4o?Y,2381.755615
ifmfSEyhxKtsn,9P1Uck9YARcZ,5288.184570
xUwBeiyPUXVOUWzP,9P55FNNEvpD.YWH'GR?w4J0BKWk,8414.197266
pgr,9P5Bixv#6SdOJY88Ezef,363.334412
odQHgKod,9P6e,204.373337
sWoYhEDuyKPGd,9P98ioyj0dGl-,9377.499023
J,9PD0n'T,9693.025391
vVRlKbXpBmGRigK,9PFSOen,3601.610352
clDzzbw,9PFiz'MKjYmiKVnggJjy7'3,7427.788574
QEb,9PS2Dbt8,8468.092773
 k,9PUY#UqfXu9GeA.j6hOJO5hZF.63zp,7058.207031
wYqqkcF-U,9PV1nF9RVgS6gqmC3Qd!36wD4j,5333.410156
VEsULTkOl,9PVJttEk!qvr39PC'LoSJEjfO,1755.703003
wRbsBzUul,9PYD6gs?vT?,6751.073730
sdUIK,9PZfOgfOWpjr?5hRwWAwJ6hH#,3737.095703
fnpFI,9PcVREqW00,9451.264648
UHnQoerlWG,9PgQVt9mrEuHF.o'N,3654.301758
J,9PjK8vm4kGNq#S,9055.865234
iF,9PjPfMy6zOHK0oQi,6234.572754
JioVslKFxaJj,9PkjIWnwji?i8c5mxO3Q,4934.952637
BlfPLB,9Pm9bye3 aLT3r,7429.203613
OmAbveK,9PpgC4eTktmbQwKBSsDq,7366.332031
dlLRB,9Pq0MMtk.,9597.554688
ECAICRKRX-,9Ps.ni1a3AZXui0k'YNSSz5x?Y17n?Q!,1126.090698
omQXlLqRJA,9PtUNbzeicR8pGqyvmJ,3035.009521
esiwomZkQr,9Q'?dvlmkH1.ZySKN!h16Z,9802.745117
zp,9Q0nJCvp-NE -,8753.931641
gRJIgt-,9Q3mbYL6bgj8Quj9oe96bv66,7659.209473
KNOSXpSf,9Q9PHPG2S2n#79OVV3!!,2589.621826
BlrNL,9Q?GDbQ3opNG??Pp-sAQ,597.839661
iv vgozu,9QE'04jL0ee#K4mS9yCIwzMPC7,8824.586914
U-,9QJ'e3G ,113.547646
X-zDSkOlW-,9QVIsZ1JHXv,4240.656250
HNnTLehk,9QWRirXY55PmBzX.GNGoY5yM,3341.715820
wfG Akl,9QYb8FbO1pl.zq6'Tl,3143.497070
oveJYinlr,9QbaCdpkvGIOtDeheFF. f#-lR5HPFHD,1363.712769
va,9Qd2#kbe7!!EWbMs#M8V8P?guje,8583.142578
qxSrZyGAP,9QesvGs.Uo5pWtyMWd3#hn,96.883461
 oLAmcMfooxlfO,9Qk,1173.554688
ofyKnXQWYiW,9Qk6FKHJAioOfR!c'2An'-,4251.321777
PiNgfRviPT- Tr,9QlD5n?h2J5B wM,1807.161011
Je-mec-IVQ,9QmIox!02nT#x8D8YjuVsYu!9,2908.936768
JkxXdsAiR,9QoGo,5675.901855
Vbtrh,9Qppv#80NN0-,8978.290039
yClb,9Qzlx3 a'TFR?qD9v79VTiSRD?z,3481.588379
HcPWCf nrS U-Umm,9R,2499.723633
aBg,9R!9pwDqalQDeHE.MzG01aU,5177.591797
lpRXyDizmWwXt ,9R11-Azci5ex#UxE,2878.135498
SPsbaVBAbMyXePZJ,9R2j8f-E6UJw95p6hw5KI16d,6009.077148
DvTEDrSIv,9RAR?J6D4hvtWee!z!k'ihh88Ncr,5520.368164
jrLnHtdCbcURCaS,9RELU'w!Jm9qncVUBZle3,6500.492676
uayNcarIZ Zc,9RIfwJjw4Aemx5a,3393.485107
WNmCBaZtXb,9RLPpBFMoDnVYDEA,2066.408203
hHJzWNTyG,9RN,257.947052
LMFU,9RSmn8T-cr.16JpJwAFJYHgM5Rw,2663.006348
gLzVDptz,9RWNa0oZzEZ5fdXL jb7t1Nr,2095.696777
eDJUUuckSYalnZg,9RX-YDT-rgIHQaPDnXu!kLYs0wJK,356.818939
ZeKHKDZNBza,9RZpfNBscl4Ark40BD!jjx3i439MtU,6496.783203
sZwrADxMeeXVOun,9RdFSSIL8#eoz2LQQkyR Z,1703.619873
hSItOttPasb,9RfbdZ.JicGRJOQSWCNq2PnLjD?V-3T,7836.616211
dMvBAFyqgXjJyz,9RjIK6U,9415.900391
QXlEUJYDWUWpmh,9Rm6WFp'#BMDI,1627.028076
feJpXCv,9RvA,2127.433838
S HGGLeJFCaq,9S#K49,5268.278809
Tk tOSFnQF,9S8BY7Z4c!cRAz9u,8131.319336
OGTvHLshbRftJiy,9S8z'!7?IiZq82LGo,7881.611816
CBgcNvvUO,9SBotrtwq#XagGB7E0X.9Ip8 N,4137.535156
bdzhLGQQTxGyNBs,9SHe7-35R'Kd#tXofdlq2bpAxhGem2h,1047.017578
pLBiz-aoQYqzn,9SJ0e?Ql8x V#Zc31dzZ#F24nPC,4464.401855
cKIfPnC,9SLjOy,2916.275879
AQ-phFPpaHPl,9SN3ycG3QbetZaS,9428.309570
-HQdNIaTxONBY,9SRr ptD7mD4E9w7cFy,8193.428711
PT,9SW-KqbU-,9929.148438
nMIefMNj,9SZkHsjokajB!XLgj2,4108.288086
gpv-tKJH,9Sea3F1yUH696vsxn'8nRu,4229.323242
uYgJDVzOoQI mbIJ,9SigjAd'pw-0e0H?rH2sjIzir,3007.520264
CKRWUVA,9Sk7hRUs01ajE1zSKtMOJi DiNj9?R',6069.238770
R,9Sm,3838.140137
 uTPV-GY,9SuDRU!'RORO8UTIObCVi-p4enwVDb,9883.056641
ysnlUPETDwcJRs,9SxUTNVjM,4440.293945
XzR,9T!AA3-,732.644165
wUpSlMDtG,9T!C?SueuPSw9s'?'OG,4450.497559
RnyOqEzeReBoZVUE,9T!EyYngorK.Y5Y'#bPvr.uaEa!,4630.677246
vXgMBEINAypL,9T#CNIdfy64.Fq!7fGWgEUlWuzuJ6,6935.034668
OEEvYWSspn,9T'2XXc!1nmtYRn,6267.275879
hIhJvCz,9T.hF#.ut#3?kbu8h4pcM,4352.560059
tQyqQAmS,9T11J!K'lPTca?LBt4N.1s,657.232056
qx,9T9!kDpaprW-l'7Vu,2997.144775
HINWbNr,9T?'g#n,5306.374023
sfVGcCMNeCcefXAF,9T?7PD,4604.792480
shNl,9TBT9CTtP2Ev5Yje,2853.634521
I,9TMK1X.kWmQkV.XxSne?EqHMNSJx2D,4400.612305
ExzUMwrbB bObOLZ,9TP58Yl,8507.644531
Cb,9TWfKZIc05!iptlYwTclDtSUzh5NnktD,1303.624268
Diyglp,9TaoRCQ8ikRtNgHh7iGdlm25,3093.884766
vlpiUNHi,9TdNhMUwu2,6752.775879
rHlZEQ qen c,9Tdk oBDTgORf,6643.713867
OW,9TegM'''7mVD,7387.277832
Tdzdk ,9Tg.brv50Rmkfe-GR9SW,4238.107910
CRdZ,9TnINMXmhf55vOo,8185.667969
OMGFowqyGt,9TusE5mEtJ?G6abG ZV9I-acgY,726.225769
H-QLYksclO,9U'S3swkrp,6859.670410
saFzalcvN,9U2Ghz1slu!4rGF'su4E1,2048.635498
ACRgAnWlgNwlGpe,9U2QyfM6!VzLAcAg.p,9514.870117
GraWvczCSuTOKs,9U4fwZNr0Byikr,1826.295166
fKBvNyVjanABWJ,9U7RcuZY,2850.478271
DURp-hogzP,9U9qzrNrCJ4H7M,7118.314453
ohY,9UBkss2O-FPA#dL!F#,3157.020264
pxOUv,9UEi7Cpoq.H5C,4562.835449
BHpouNgpTCJCNBf,9UH,2390.200195
NV,9UJvKehH2-wtn,2773.982178
sUkJKSBcnBQJfRI,9URZqeyOADJ,6812.805664
uSSpAyaWPWbHW,9UVmiKl1'vXMShj,756.716309
RbtIfMWmkw,9UWYcZSkP--0,3802.135010
IAzsEwAzJ-yTUI,9UXC9r-AF#TV.di!o',4819.246582
FgQVeQwGL,9UXr0tiYG7-21PUsI-EryVd1CuceQO,7424.270508
zA,9UaDOSX kjc4?,3100.963379
sSmdXiAtfvubKl,9UhaVdhf'I9DSYeij ps8gOks#u,6409.395020
WXzRpXtWgXf,9Ui  RSaglieo'W.XFdZocYfoXx8 ra,7101.134277
s,9Uiyk8dFBG2cVRYECj8yQKyB X2iyj ,4587.297363
yTSPS,9Uvs8-Wqxc-BZy0Y8.,9135.246094
VL--HXkuyoEiWTSV,9Uwguin'6,9024.014648
MZNZ,9V,4820.553223
AZBMWVCXEadcf,9V!0RqpikXdAWt?qFFl'NUJBqy,1336.012939
xowfRkT,9V.SA.UpprFn1-KG4G2M 5KTWUeT2W,5705.724121
 soZGNcZhrbU,9V1bEfBstbAX36'RnOdO-nGbs2mYy,1882.605957
ml,9V2M!iaA?c3Y#kJ9EF1CaXhxYC,6486.944336
lfNtcBDMjZVvpy,9V6 gkkhpusVrc,4918.566895
kR,9VF,8794.848633
unENoeWZXyY,9VGm,2812.250732
LfXBGCvVxyZglq,9VIUd1j0RpVUY22h8yaOI4CYWaqJ2z8,8756.452148
z,9VQus3gK,6013.959961
TBpng,9VVaQTDucOD#m.h-QwfvAT,5226.497559
NcdzqIMdvGr,9Vi78WvR4vwBUm-,7723.727539
 ZEoAFAqz,9Vimj8.q,6188.410156
dWZJxw Xy FYFzl,9VmWVbNvKcvboZcj,2500.077881
YNVU--d,9VqFw3Cy73pud8,671.600586
tFm,9VrJ2b7o4NE#9NzX15NdICyMX,1149.913452
mDla-FRdsTZPbO,9Vv1ItQaIB5MupfxN!04Na8x,964.676758
QvUfnWiDDyAhlAX,9VwO5lD'Swr!uBEEBt,8063.175781
rOpNoeM,9W00nh' ?uDhnY9nE-FxT5Eb.FRDg,7275.576660
tIR pbcaMPxaMnoS,9W3Jxqi,1462.955200
Ud-kbKSgEgQG,9W4ep-4 -PMQDXNBAEJRvuqD2kmLr,4631.636719
IGbm-agXEo-nhsIA,9W6W?1pI0vdgQjkSrNGJHFZ#,9979.304688
Cz,9WBwg-Bc30Gz 1ftYiD1cVk,1186.872559
nliYQVYyyCLNG,9WF8T28 6C,2411.164307
TU,9WFeG5m5bUNqH5iVOBeUR8yTZ.64j5,6485.146973
sie,9WQ.ajZAKv45P0p,4022.919434
g,9WS--XtGmomOfQzZwr-uT.WKKbW,7193.557129
UDTVKPAhXO,9WVsxDeT,622.076233
qsiqT,9WY?p?j,9925.205078
odTCd NKwz,9WZ6SmOoShCHXS0SEQ2Icnit7vHOsUE,4492.516602
fTnmrmOWEngd,9WZZ1b'F'1RZ mH40BAIs!1KLa,7688.092773
YLTC-,9WafSGk.pbr.ktim0v#Tz5,8034.797363
EQDWNgWWtDpfPR,9WeC9R2D54EXpbNCBzXPN,8344.426758
LmMjiX,9WhWw.YLdwYg,2102.797119
SHYBGdSPrYHcwTMi,9WjXqVZ8FamedpD,3561.292725
hOhoKuoMExDXBqSd,9Wkd#3Y'Cyr!-wYAe6N0Moftkc',6433.141602
 MqPFZxkRVSiOJ,9WmIepnCMC9wyJl8zYI8uF,4823.560059
ysiQwwFcry,9Wo5MPHZ28sGhZ0-nv6jPm#Do035,3241.902344
KtFpImgDSABDSqx,9Wq4b.oY-jK!1CM7fgxEP!58f-Af7,3356.990234
qfWagrH,9WrJ6Hlsf4ik7,7977.953613
ODLiQpkUoAC,9WrzoiA?c,9494.457031
suGp,9Wtv0SoN5j-,7047.362305
bEDWTqu,9Wyn4c#fkYiUF csyZW53J0ajMC,1437.712402
ZFChbuBDW,9X0uZyh,6834.336914
qUxxU aeyuF,9X1,1167.096191
WvgGwkoIbQlbRf,9X2YSbxPJB-,6889.568359
xDT NquQkbBON,9X5KDP7'CnCZ,9070.581055
hyn-Hep,9X5Owi!DP3dG#aK4vLTCY9HGlse,6953.311035
gpVNejCad-IuzKaQ,9XB!,7304.392578
LMRFDaBbytlp,9XFTRHz?eiwCxS6ur5p2,8016.515625
rVVYbhWil--jBYa,9XGPp,5395.069824
wR,9XLA4y8Br0EH8zDvjjplZ?Xw6l5RoTS,3269.405762
nTVIWbu,9XOy?dBbZZwduTJK,6727.218750
jAGmvVc,9XP.Gwzy0c,1626.063721
jLgpOY,9XPs nF75yXt5dX-NocO#r' i.tiwhT,1319.560303
JqktVpIaaVnfss,9XSFS?8h?j-kw5?-4syTH#b43f?AUynC,1738.949585
FGQLsPEoy,9XZGe-YerB0-4BJbTDnq,5224.016602
DgtgHQ,9XZTFDqvewDq?qEsCpz rPa,4082.333496
JShu,9Xiz yrvRvmk.D6m,9226.313477
kEJzlFWlyAe,9XnXC qzUo4fVPpM4pO#sfBw6,7960.484863
ibuqu,9XvQ,4386.724121
gFTyfgWQuJzhsBhw,9Y,297.843994
zoYvDLKrxJoigrI,9Y-bpPLiobsFunlFtdQ9iW3.,7261.016113
ctz,9Y4Hv0Wzo!4MD?etmRmDe,986.012817
ddrM,9Y7p00UJQJM6jBu5Zjb0,3031.748047
awVUZDstGU,9Y80fK,3942.158936
fEFElPEA,9YAGvjaoTAmaerM334jETYMfAQZPVPP,8938.385742
fg,9YGM4SEuz!Ei?,1772.908325
wM HY,9YISwc5bIxd2A,4570.561035
Majaocko,9YNMbLXo5nUvWRS'7z64ZSo.arU4,5512.892578
v,9YV,6809.717773
sAiIEOHQHuNJQ,9YV7EFHj4rtlID,6110.954590
hWbBfHHlV-,9YWMVjhkdP9I,251.359589
VGRympSuqPhHrGs,9YX'CPMeC0DHbKEzQ,3181.503418
JMV,9Yp,1155.807129
XacrZ,9YsyOl7lR.2k2FYzO'J7dPQO,6386.521973
uLG,9Yx5Kw4FME48Eb9Nw2t?iG30rdzfY,4813.331055
X,9Yy9hyeVmoNqmQV8HXZ'my07-U?5,3562.816650
KejahRoZOLuH,9YzapLj 8roq2IolK7ms2XMyn7?0fMqU,1917.815552
MCsRUspStmWrgI,9Z#1.xt.FW-CSr'lq,5776.832031
Cm,9Z-DaIzNGwGq9Ojt,6782.499512
R,9Z0,7903.654785
nbbJrxjgX,9Z4,9108.060547
X-uRTtIZ,9Z5S92vTFY0,2867.434326
KTybRc,9ZBJ,8411.618164
SOUhjPHJPriB,9ZC,2495.775879
FVj,9ZF,2256.624512
jZpQ,9ZGqcR3aFA.GVMgo'-qRtQ#WGT,6266.794434
Nujmrqe,9ZIHaLoKEZm Jtx?SX?!AAqxmugrM,3203.521484
xDp-U ,9ZKTonnRYoCZFH#F2RSb.vlfy03,4314.724609
mhpJcJBbMzuR,9ZMZvOOy7!DC8fSR5X,5484.081543
ImPf-lALDz,9ZNI3oWt,102.299713
hHhhlV,9ZV-!qFbHWN#O'S,9182.058594
ZDQelhkicmxkUWpR,9ZkEQfgA d,2370.862549
eaeIVOc,9ZpJWJBOAJ5p,1052.687134
JpRFn,9Zr4t,8952.529297
x p,9a2rUtKURWsG-b3TPk3,4855.270020
QwoUiw,9a4CVIYOJ,5802.101074
tC-URublE,9a4TE6JPw1XO QGd7yjTP1LuVwq#t,5822.861328
HTPVHKfZMojN,9a4Yzsh4rUSCTd-3BA?yJ3xF,4449.064453
SfPQNlNJjoIiTr,9a5#N.O29Z.L'R#3pZzPn4,6229.204102
PnxOOK,9a5p3I1eim.8X?lJ3ALu,4705.738281
jMDMaof,9aD-njy.7C,1978.962158
BZvnJKzyrG,9aGFssvB!t3FWTeZ0y8n1,9660.463867
JjCAWXzJfOP,9aQQD43REdMlp,8876.516602
eqOeYKwCHJr,9aQYNWuW4HJi#l7?aE,9652.050781
ZXR,9aQzEXopNbSVyyse-I5Nfd,78.077782
jbFcutMuxpt,9aRKu36W3GoNj'4nZ.MbWFMCLnhlvnB,5312.047852
Ns,9aT-UvOSuYx8dnQr,4053.668701
izKuVb,9aYbxr1diQeG1EMQ ,6505.638672
z,9adGdAkInsiur H-NR0,9737.199219
Ehf,9ael6ocNA0fMX,3438.898193
d,9afpShm3ERYfLAPZhon,5901.589355
EL t,9alUr,1814.810181
B,9aoIaPK?4O,2989.359619
QWKWlEoYryt,9aqImYDXRWQTShOPB,3108.508057
IbVSDrkwyWSOKOrr,9ay,7541.756348
tzUogK,9b,2846.690186
uIqIbPdqIlgnd,9b'BylPwnuBVKUtFkhJ-PtZ'm,7479.000488
GZRItVx,9b.T4'FlHwROpFMDWFa2nzS496jg94,8622.112305
W,9b25#lK-GC 7y.#x85g,5441.359863
aEIgIE,9b4,3924.910889
qmc,9b5?fWLiLi?Q-t7GVdqcrvL,801.527649
Hojympy,9b6ccEcenBU0KrOijTWwI,7898.204590
xlERhPH-yjYsI,9b7IUgZ!7ApUEfn,292.156677
kzRENYBLBh,9b9d0,7259.669434
 cWMxp,9b?UfZuF0AP,6266.108398
wdMykyfxwTMjvL,9b?yux#R3QOgoeumAb,4745.501465
Tr,9bAVXFFahz0-UA'ruoWNVUjDTyagNmK,1999.007568
DDrGuZgT Wew,9bB',5696.166992
YxV,9bC76CHno-46uN-'heT-E,7567.188477
MeQk,9bEhvtGFl5VagsvSxEk5!vJHdBG?dlhE,7275.843750
z t,9bJitYTKDS1pM5-81rhYGM7?FL?u'Z,1096.410034
ZT,9bT0LrKny!TwbBj3OYlA.K m5V,882.629333
fyzvWM vEhB,9bXhIm,5765.474121
hLbG,9bYIIlxAbACAf?qu,1838.229248
yFscEbMTnd,9bd3GoLCRDt#F8vwLSdj,2880.542236
ajq,9bhai?ZVTdm ULmTPtCZj4,8867.223633
har,9blT4FUiYv,8243.992188
UnZs,9bm'az2ARZXIjKeYWQ!uT,2885.436768
udkRy,9brT,7551.098633
biMnwAGwfnmlxe,9bw8t4z5gVk.aPYcO'SV65gNgxT!nKM,6823.473145
isNxnNqykBL,9bz9v Xd8RUTs5uTcfl5iS1O4m2tYxUm,4525.377441
VboIoylUtgGLgiVR,9c,8640.067383
YNCavWI nnUBSJJ,9c'DvV5 KM 98y5#uDuTaa9O'N#jr,7721.346191
gEDDckRNW,9c..J2zW.qtpPM#leMFav,9375.521484
PiMufzjIsZehWO,9c1MVneemVZvxt5GGLUDPcbO,5935.848145
gm,9c29zWB7Ub 8C  9!LCCdHXVw,1949.320435
f ,9c59nm'IBhfFiY3gFcSR1,629.218323
iuW,9c5n2NGn-hJ 7NzlkkCk!!fw,7258.869141
ydfNLxGIre,9c8tfYQSIjw,6767.706543
xgD,9cCgd0SDmOaem1A-.d15OCnOKIn,4715.875977
NYLagWsRVshXy S,9cH5on3Fr.j062-VxS8VB1Bc3e!6A,5649.501953
KZHqr,9cKOp'u0m?lHd,8995.329102
rjVSzS,9cQ82dmqcwXldTIdj'?,3981.930176
uYIvgd-TePdUz,9cRVn3GYLKtc4,4076.457031
DI,9cUB25wNPye,1559.618286
aTexTeBylO,9cYB'jtRBMr12JwshTvvhGKF,6763.073730
paSSGo,9cYKBr.zzpF,6621.739258
Jnmij,9ccmMldBqLB2!,1208.487915
UzB CgMwx,9cdZERh,8500.181641
xulyRyJUsNCu,9cf72.3CKLgAeuHRYu,7863.992676
SeXLWVLAvP,9cgQ-E-9,9002.980469
